Name,RelativePath,DVFS,Note,ContentSubcategory,Timeout,Core_Atom,Core_Big,Core_KL
DH28-Blender-Y1J-1C100061,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100062,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100063,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100064,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C100065,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100066,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100067,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C100068,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C100069,ARL8B32A,FALSE,Decap; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Ditto-GCAG-1C100100,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Ditto-SCCG-1C1000FF,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-DittoMT-CG-1C100119,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Fireworx-Y-1C10012B,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Flipper-1C10013B,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C10015C,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C100159,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C10015A,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-X-1C10015B,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-FRM-CMultDY-1C100198,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-FRM-SqrtDY-1C100199,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-FRM-MMulSDY-1C10019A,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-FRM-ScatrSY-1C100197,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Fuso-1C1001C5,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Kawachi-1C1001D5,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-LeekSpin-Y-1C1001EC,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-LeekSpin-X-1C1001EB,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Millet-CG-1C100204,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Oakley-LegX-1C100213,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-PlusOne-Mhs-1C100231,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Satsuma-Y-1C10024B,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-SBMG-1C10026C,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-BFX-1C100269,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-BFY-1C10026A,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-SBFY-1C10026B,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Skipper-Y-1C100296,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Twiddle-3Y-1C1002A5,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Yakko-PsY-1C1002BA,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Yakko-MdY-1C1002B9,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Aes-DY-1C100006,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C10006A,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C10006B,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C10006C,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C10006D,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C10006E,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C10006F,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C100070,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C100071,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C100072,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100073,ARL8B32A,FALSE,Decap; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100074,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C100075,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100076,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100077,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C100078,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Ditto-OZAG-1C100102,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Ditto-GCCG-1C100101,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-DittoMT-CG-1C10011A,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Fireworx-Y-1C10012C,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Flipper-1C10013C,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C100160,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C10015D,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C10015E,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-X-1C10015F,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-FRM-CMultSY-1C10019C,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-FRM-SqrtSY-1C10019D,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-FRM-MMulSSY-1C10019E,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-FRM-Tran4DY-1C10019B,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Fuso-1C1001C6,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Kawachi-1C1001D6,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-LeekSpin-Y-1C1001EE,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-LeekSpin-X-1C1001ED,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Millet-RG-1C100205,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Oakley-LegX-1C100214,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-PlusOne-Pd-1C100232,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Satsuma-Y-1C10024C,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-BMG-1C100270,ARL8B32A,FALSE,Decap; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-SBFX-1C10026D,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-BFY-1C10026E,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-SBFY-1C10026F,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Skipper-Y-1C100297,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Twiddle-Y-1C1002A6,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Yakko-PdY-1C1002BC,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Yakko-MsY-1C1002BB,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Aes-FY-1C100007,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100079,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C10007A,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C10007B,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C10007C,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C10007D,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C10007E,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C10007F,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C100080,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100081,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C100082,ARL8B32A,FALSE,Decap; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C100083,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100084,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100085,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C100086,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100087,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Ditto-SCCG-1C100104,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Ditto-OZCG-1C100103,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-DittoMT-CG-1C10011B,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Fireworx-Y-1C10012D,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Flipper-1C10013D,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C100164,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C100161,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C100162,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-X-1C100163,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-FRM-AddDY-1C1001A0,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-FRM-DivDY-1C1001A1,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-FRM-MMulHDY-1C1001A2,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-FRM-Tran8SY-1C10019F,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Fuso-1C1001C7,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Kawachi-1C1001D7,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-LeekSpin-Y-1C1001F0,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-LeekSpin-X-1C1001EF,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Millet-CG-1C100206,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Oakley-LegX-1C100215,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-PlusOne-Ps-1C100233,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Satsuma-Y-1C10024D,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-SBMG-1C100274,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-BFX-1C100271,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-BFY-1C100272,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-SBFY-1C100273,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Skipper-Y-1C100298,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Twiddle-3Y-1C1002A7,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Yakko-PsY-1C1002BE,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Yakko-MdY-1C1002BD,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Aes-DY-1C100008,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C100088,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100089,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C10008A,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C10008B,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C10008C,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C10008D,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C10008E,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C10008F,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100090,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100091,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C100092,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C100093,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100094,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100095,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C100096,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Ditto-GCCG-1C100106,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Ditto-GCAG-1C100105,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-DittoMT-CG-1C10011C,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Fireworx-Y-1C10012E,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Flipper-1C10013E,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C100168,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C100165,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C100166,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-X-1C100167,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-FRM-AddSY-1C1001A4,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-FRM-DivSY-1C1001A5,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-FRM-MMulHSY-1C1001A6,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-FRM-CvtISY-1C1001A3,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Fuso-1C1001C8,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Kawachi-1C1001D8,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-LeekSpin-Y-1C1001F2,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-LeekSpin-X-1C1001F1,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Millet-RG-1C100207,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Oakley-LegX-1C100216,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-PlusOne-Mhd-1C100234,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Satsuma-Y-1C10024E,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-BMG-1C100278,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-SBFX-1C100275,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-BFY-1C100276,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-SBFY-1C100277,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Skipper-Y-1C100299,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Twiddle-Y-1C1002A8,ARL8B32A,FALSE,Decap; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Yakko-PdY-1C1002C0,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Yakko-MsY-1C1002BF,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Aes-FY-1C100009,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100097,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100098,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C100099,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C10009A,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C10009B,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C10009C,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C10009D,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C10009E,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C10009F,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C1000A0,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C1000A1,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C1000A2,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C1000A3,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C1000A4,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C1000A5,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Ditto-OZCG-1C100108,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Ditto-OZAG-1C100107,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-DittoMT-CG-1C10011D,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Fireworx-Y-1C10012F,ARL8B32A,FALSE,Decap; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Flipper-1C10013F,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C10016C,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C100169,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C10016A,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-X-1C10016B,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-FRM-CMultDY-1C1001A8,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-FRM-SqrtDY-1C1001A9,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-FRM-MMulSDY-1C1001AA,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-FRM-ScatrDY-1C1001A7,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Fuso-1C1001C9,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Kawachi-1C1001D9,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-LeekSpin-Y-1C1001F4,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-LeekSpin-X-1C1001F3,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Millet-CG-1C100208,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Oakley-LegX-1C100217,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-PlusOne-Mhs-1C100235,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Satsuma-Y-1C10024F,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-SBMG-1C10027C,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-BFX-1C100279,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-BFY-1C10027A,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Scylla-SBFY-1C10027B,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Skipper-Y-1C10029A,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Twiddle-3Y-1C1002A9,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Yakko-PsY-1C1002C2,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Yakko-MdY-1C1002C1,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Aes-DY-1C10000A,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C1000A6,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C1000A7,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C1000A8,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C1000A9,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C1000AA,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C1000AB,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C1000AC,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C1000AD,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C1000AE,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C1000AF,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-Y1J-1C1000B0,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C1000B1,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C1000B2,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-X1J-1C1000B3,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Blender-A1J-1C1000B4,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Ditto-GCAG-1C10010A,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-Ditto-SCCG-1C100109,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-DittoMT-CG-1C10011E,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Fireworx-Y-1C100130,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Flipper-1C100140,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C100170,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C10016D,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-Y-1C10016E,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Frenzy-X-1C10016F,ARL8B32A,FALSE,Regular; VMX,H,18,TRUE,TRUE,Don't Care
DH28-FRM-CMultSY-1C1001AC,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-FRM-SqrtSY-1C1001AD,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-FRM-MMulSSY-1C1001AE,ARL8B32A,FALSE,Decap,H,18,TRUE,TRUE,Don't Care
DH28-FRM-ScatrSY-1C1001AB,ARL8B32A,FALSE,Regular,H,18,TRUE,TRUE,Don't Care
DH28-Fuso-1C1001CA,ARL8B32A,FALSE,Decap; VMX,H,18,TRUE,TRUE,Don't Care
